time,p_iq,p_am,p_wm,p_thm,r_iq,r_am,r_wm,r_thm
7.3503847,1.0,218.159,0.080209866,-0.05406681,1.0,1245.0583,-0.40461332,-4.5697293
7.3854356,-1.0,13.046204,-0.060369037,-0.05412964,-1.0,-14.323899,-0.8596961,-4.5879507
7.4209433,-1.0,46.89197,-0.018911466,-0.05406681,-1.0,-160.27606,-0.9798349,-4.607271
7.45599,-1.0,136.00345,0.08157814,-0.05406681,-1.0,-47.634777,-0.28656688,-4.62876
7.4910593,1.0,-99.159996,0.0063694143,-0.05381548,1.0,-120.13242,-0.52751744,-4.6578507
7.526098,-1.0,196.30914,0.16802278,-0.0538469,-1.0,-2354.4558,-3.912387,-4.6835804
7.561161,-1.0,-80.464584,0.017334197,-0.054003976,-1.0,-889.4715,-0.19701013,-4.6995397
7.59618,1.0,-141.37045,-0.04823391,-0.054003976,1.0,-3.840649,0.034187857,-4.7138968
7.6317267,1.0,270.38974,0.07130988,-0.054286722,1.0,-4933.1875,0.8602875,-4.721374
7.668234,-1.0,-0.024313739,-0.028937813,-0.054161057,-1.0,-4667.9053,-2.369587,-4.7263064
7.70509,-1.0,16.74022,-0.00049905,-0.054349553,-1.0,114.58765,0.29972744,-4.7296047
7.7402835,1.0,40.000664,-0.0013739832,-0.054506633,1.0,-16.966198,0.22748944,-4.7315526
7.775301,-1.0,108.22574,0.0168513,-0.054286722,-1.0,3520.749,-1.7036877,-4.736014
7.8103223,1.0,-53.977444,-0.10050818,-0.054506633,1.0,1300.9819,-0.2667752,-4.7408204
7.8453436,1.0,47.825607,0.09324693,-0.054412384,1.0,-46.638123,0.13582124,-4.7362022
7.8803606,-1.0,170.28874,0.08175526,-0.0544438,-1.0,-22.486721,0.17708132,-4.73105
7.91538,-1.0,-2.5362058,0.08936856,-0.054412384,-1.0,-6052.3203,-3.5864162,-4.722819
7.9504037,-1.0,84.55865,0.08763281,-0.05438097,-1.0,22.820236,0.4083706,-4.7158446
7.985421,-1.0,-12.313171,0.000551838,-0.054475218,-1.0,41.88179,0.35243335,-4.7116666
8.021107,1.0,-8.282093,0.02911495,-0.054349553,1.0,-36.012486,0.4330206,-4.7003565
8.056127,1.0,-0.4244869,0.09298944,-0.054318137,1.0,2877.165,1.8937447,-4.696304
8.091852,-1.0,-54.65215,0.09556054,-0.05412964,-1.0,84.03057,0.40169093,-4.6911206
8.126874,1.0,16.325089,0.05909981,-0.054035395,1.0,-2433.7415,-0.08479042,-4.684397
8.161891,1.0,-12.04926,0.10142099,-0.054161057,1.0,482.9769,0.75317705,-4.6817584
8.196908,-1.0,135.64067,0.04834034,-0.054098226,-1.0,1083.2559,0.2162889,-4.687005
8.231926,1.0,44.315105,0.11838947,-0.05368982,1.0,429.64328,0.09713011,-4.685811
8.266943,1.0,24.792847,0.092229225,-0.0538469,1.0,96.5668,0.14564946,-4.6869106
8.301961,-1.0,161.2243,-0.003071642,-0.054098226,-1.0,-43.29275,-0.38216594,-4.688764
8.336986,-1.0,74.55625,-0.13335049,-0.054003976,-1.0,519.8614,-0.9414165,-4.689361
8.372003,1.0,125.172615,-0.007251118,-0.0538469,1.0,220.24434,-0.47949135,-4.6862197
8.407025,1.0,-46.49495,-0.08571017,-0.05397256,1.0,-216.26378,-0.08028543,-4.684994
8.442042,1.0,-52.527462,-0.05448353,-0.0538469,1.0,1188.4181,0.21875863,-4.6879787
8.477059,-1.0,-22.439608,-0.09982345,-0.053941146,-1.0,-154.00388,0.35190782,-4.6858425
8.512078,-1.0,82.25561,-0.017363166,-0.05390973,-1.0,220.80829,-0.015916929,-4.68801
8.5471,-1.0,-11.022792,-0.092613906,-0.054192472,-1.0,-10.677555,-0.11454488,-4.690838
8.582117,1.0,40.090088,-0.0013749534,-0.054223888,1.0,-1031.0209,-0.19576286,-4.6975923
8.617135,-1.0,-128.69408,-0.08433152,-0.054286722,-1.0,110.852036,-0.38988805,-4.712986
8.652152,-1.0,70.82985,-0.0037473128,-0.05406681,-1.0,3766.1082,-2.257453,-4.7275
8.687169,1.0,-170.25336,-0.08174869,-0.05412964,1.0,508.3921,-0.54533094,-4.740318
8.72219,1.0,-206.45627,-0.08045075,-0.054192472,1.0,-82.496666,-1.1285676,-4.758916
8.757209,1.0,-112.976425,-0.049064472,-0.054255307,1.0,-934.0423,-0.6543426,-4.7652307
8.7922325,-1.0,1.6543367,0.028917205,-0.054349553,-1.0,-196.33907,-0.08068855,-4.769723
8.82725,1.0,160.82198,-0.053556748,-0.054349553,1.0,89.48721,0.051486503,-4.7663302
8.862269,-1.0,271.75937,0.0779797,-0.05453805,-1.0,-111.36479,0.12906526,-4.7659216
8.897297,1.0,49.763615,-0.030507987,-0.054412384,1.0,291.75745,0.35813034,-4.7572193
8.932317,1.0,98.50781,-0.112580135,-0.054506633,1.0,5806.7344,3.1110196,-4.7471037
8.967335,-1.0,155.20142,-0.0371899,-0.054506633,-1.0,-50.510742,1.1246868,-4.7230706
9.002354,1.0,144.04494,0.0481821,-0.0544438,1.0,-150.71284,0.8501305,-4.6926284
9.037371,1.0,21.986797,0.11537468,-0.054286722,1.0,17.867287,0.9870412,-4.6602073
9.072502,1.0,-148.44939,0.011990009,-0.054506633,1.0,1389.7722,1.612771,-4.634006
9.108407,1.0,-39.34946,0.001363699,-0.054569464,1.0,-1176.2723,0.09564478,-4.606643
9.145312,1.0,85.770676,0.029134046,-0.054663714,1.0,-4624.2036,0.33712906,-4.5751014
9.180334,-1.0,59.02988,-0.03129703,-0.05460088,-1.0,-647.1447,0.2949438,-4.552765
